,title,rating,categories,description,keyword
16,Wonder Boys,7.3,"['Comedy', 'Drama']","An English Professor tries to deal with his wife leaving him, the arrival of his editor who has been waiting for his book for seven years, and the various problems that his friends and associates involve him in.",fictional biography
17,Greed,5.7,"['Comedy', 'Drama']",Satire about the world of the super-rich.,fictional biography
18,Broken Arrow,7.2,"['Drama', 'Romance', 'Western']",Tom Jeffords tries to make peace between settlers and Apaches in Arizona territory.,fictional biography
19,Orlando,7.2,"['Biography', 'Drama', 'Fantasy']","After Queen Elizabeth I commands him not to grow old, a young nobleman struggles with love and his place in the world.",fictional biography
20,Il postino,7.7,"['Biography', 'Comedy', 'Drama']","A simple Italian postman learns to love poetry while delivering mail to a famous poet, and then uses this to woo local beauty Beatrice.",fictional biography
21,Going Postal,7.8,"['Adventure', 'Comedy', 'Fantasy']",A con artist is conned into taking the job as Postmaster General in the Ankh-Morpork Post Office.,fictional biography
22,The Life and Death of Colonel Blimp,8.1,"['Drama', 'Romance', 'War']","From the Boer War through World War II, a soldier rises through the ranks in the British military.",fictional biography
23,Zelig,7.7,['Comedy'],"""Documentary"" about a man who can look and act like whoever he's around, and meets various famous people.",fictional biography
24,"Goodbye, Mr. Chips",7.9,"['Drama', 'Romance']",An aged teacher and former headmaster of a boarding school recalls his career and his personal life over the decades.,fictional biography
25,Captain Horatio Hornblower R.N.,7.3,"['Action', 'Adventure', 'Drama']","During the Napoleonic wars, a British Navy Captain has adventures in Central American waters.",fictional biography
26,Mother Night,7.1,"['Drama', 'Romance', 'War']","An American spy behind the lines during WWII serves as a Nazi propagandist, a role he cannot escape in his future life as he can never reveal his real role in the war.",fictional biography
27,Wish You Were Here,6.8,"['Comedy', 'Drama']","In a staid English seaside town after the Second World War, young Lynda grows up with her widowed father and younger sister. She eventually becomes pregnant by an acquaintance of her father.",fictional biography
28,Mon oncle d'Amérique,7.7,"['Comedy', 'Drama', 'Romance']",The intersecting stories of three people who face difficult choices in life-changing situations are used to illustrate the theories espoused by Henri Laborit about human behavior and the relationship between the self and society.,fictional biography
29,The Wonderful World of the Brothers Grimm,6.4,"['Animation', 'Adventure', 'Biography']","The story of Wilhelm and Jacob Grimm, and three of their stories...",fictional biography
30,Churchill: The Hollywood Years,4.9,"['Comedy', 'War']","In this irreverent parody, the British court and war government consist mainly of idiots and/or traitors. Hitler moves into Buckingham palace and plans to marry into the Windsors. A US Army...                <a href=""/title/tt0359078/plotsummary"">See full summary</a> »
",fictional biography
31,Picassos äventyr,7.4,['Comedy'],"Already in his childhood, Pablo Picasso shows talent for painting and is sent to the Academy of Arts in Madrid. He becomes a painter but has to live in Paris in poverty. But one day he is ...                <a href=""/title/tt0078084/plotsummary"">See full summary</a> »
",fictional biography
32,The Corn Is Green,7.5,['Drama'],A schoolteacher becomes the mentor of a talented young miner and seeks to get him into a university.,fictional biography
33,Ich und Kaminski,6.6,"['Comedy', 'Drama']","Young journalist Sebastian Zöllner is writing an article on artist Manuel Kaminski. Zöllner hopes that Kaminski dies soon, so that he can cash in on his article.",fictional biography
34,The Great Impostor,7.0,"['Comedy', 'Drama']","Ferdinand Waldo Demara Jr. is a versatile man who gets his kicks out of impersonating a marine, a monk, a navy surgeon and a prison warden, eventually getting in trouble with the law for it.",fictional biography
35,Words and Music,6.4,"['Biography', 'Comedy', 'Musical']","Fictionalized story of the songwriting partnership of <a href=""/name/nm0006256"">Richard Rodgers</a> and <a href=""/name/nm0366414"">Lorenz Hart</a>.",fictional biography
36,Petrijin venac,8.1,"['Drama', 'Romance', 'War']","This film takes place in a small mining town in Serbia, within a time span covering the prewar, war, and postwar period. ""Petria's wreath"" is a story about the tragic life of an illiterate ...                <a href=""/title/tt0081331/plotsummary"">See full summary</a> »
",fictional biography
37,Jacquot de Nantes,7.7,"['Biography', 'Drama']","Jacquot Demy is a little boy at the end of the thirties. His father owns a garage and his mother is a hairdresser. The whole family lives happily and likes to sing and to go to the movies. ...                <a href=""/title/tt0102141/plotsummary"">See full summary</a> »
",fictional biography
38,Hardcore,4.3,"['Adventure', 'Biography', 'Comedy']",Heavily fictionalised 'autobiography' of 70s sex superstar Fiona Richmond.,fictional biography
39,Hornblower: Retribution,8.3,"['Adventure', 'Drama', 'War']",Hornblower and the other officers of the Renown must return to Jamaica to face a court-martial and possible execution for their actions in relieving their unstable captain.,fictional biography
40,For Hope,7.0,['Drama'],"The life and death of a young woman who suffered from scleroderma, and how she and her family coped.",fictional biography
41,Entropy,6.3,"['Comedy', 'Drama', 'Romance']","Stephen Dorff narrates this tale about how his life goes astray as his character attempts to strike a balance between the demands of directing his first film and the pressures of his new ...                <a href=""/title/tt0156515/plotsummary"">See full summary</a> »
",fictional biography
42,Thérèse,7.3,['Drama'],A story of life of St. Therese of Lisieux.,fictional biography
43,Jauche und Levkojen,7.7,"['Drama', 'History']",The series describes the fate of the Pomeranian landowner family of Quindt in the period from 1918 to 1945.,fictional biography
44,El Greco,6.6,"['Biography', 'Drama']","The story of the uncompromising artist and fighter for freedom, Domenicos Theotokopoulos, known to the world as ""El Greco"".",fictional biography
45,Inspector Morse: Rest in Peace,8.5,"['Crime', 'Drama']",Clip show that represents a biography of sorts of the now late great Inspector Morse. Chief Superintendent Strange fills in the blanks in between the clips with his first hand testimony about the man.,fictional biography
46,Hornblower: Duty,8.0,"['Adventure', 'Drama', 'War']","Admiral Pellew interrupts Hornblower's wedding reception and tasks him to locate a British ship which has disappeared off the French coast, where Napoleon's troops are engaged in covert activities.",fictional biography
47,The Independent,6.0,['Comedy'],A notorious B-movie director tries for a comeback by seeking out the film rights to the life story of a serial killer who wants his biography film to be a musical.,fictional biography
48,Ein Leben lang kurze Hosen tragen,6.9,"['Crime', 'Drama']","The true-life story of 19-year-old Jürgen Bartsch, a German pedophile serial killer who murdered four boys, based on his correspondence, over the course of eight years, with German American author <a href=""/name/nm1335016"">Paul Moor</a>.",fictional biography
49,Song of Love,6.7,"['Drama', 'Music', 'Romance']","Composer Robert Schumann struggles to compose his symphonies while his loving wife Clara offers her support. Also helping the Schumanns is their lifelong friend, composer Johannes Brahms.",fictional biography
0,Duna,8.3,"['Action', 'Adventure', 'Drama']","Feature adaptation of Frank Herbert's science fiction novel, about the son of a noble family entrusted with the protection of the most valuable asset and most vital element in the galaxy.",flashback
1,Halloween Kills: La Noche Aún No Termina,5.8,"['Horror', 'Thriller']",The saga of Michael Myers and Laurie Strode continues in the next thrilling chapter of the Halloween series.,flashback
2,Sin tiempo para morir,7.6,"['Action', 'Adventure', 'Thriller']","James Bond has left active service. His peace is short-lived when Felix Leiter, an old friend from the CIA, turns up asking for help, leading Bond onto the trail of a mysterious villain armed with dangerous new technology.",flashback
3,Venom: Carnage liberado,6.3,"['Action', 'Adventure', 'Sci-Fi']","Eddie Brock attempts to reignite his career by interviewing serial killer Cletus Kasady, who becomes the host of the symbiote Carnage and escapes prison after a failed execution.",flashback
4,The French Dispatch,7.5,"['Comedy', 'Drama', 'Romance']","A love letter to journalists set in an outpost of an American newspaper in a fictional twentieth century French city that brings to life a collection of stories published in ""The French Dispatch Magazine"".",flashback
5,Another Life,5.1,"['Adventure', 'Drama', 'Mystery']",Astronaut Niko Breckenridge and her young crew face unimaginable danger as they go on a high-risk mission to explore the genesis of an alien artifact.,flashback
6,Black Widow,6.8,"['Action', 'Adventure', 'Sci-Fi']",Natasha Romanoff confronts the darker parts of her ledger when a dangerous conspiracy with ties to her past arises.,flashback
